product_id,category,primary_materials,length_cm,width_cm,height_cm,weight_kg,region,season,complexity_score,labour_hours,artisan_hourly_wage_inr,raw_material_cost_inr,calculated_cost_floor_inr,historical_sale_price_inr
CRAFT-1159,Terracotta clay,"Natural clay, Natural colors",10.2,18.6,40.8,4.92,"Bastar, Chhattisgarh",Wedding,6,15,120,282.18,2082,4277
CRAFT-1160,Dokra bell metal,"Brass, Bell metal, Beeswax",20.9,13.1,33.4,0.87,"Bastar, Chhattisgarh",Wedding,8,52,120,1213.23,7453,16334
CRAFT-1161,Tribal handloom,"Cotton, Silk, Organic dyes",194.9,115.2,0.1,1.42,"Kondagaon, Chhattisgarh",Monsoon,9,50,90,1844.56,6345,11078
CRAFT-1162,Dokra bell metal,"Brass, Bell metal, Beeswax",12.5,15.6,12.0,2.54,"Dumka, Jharkhand",Monsoon,8,27,75,715.06,2740,4965
CRAFT-1163,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",80.7,11.0,11.1,3.91,"Dumka, Jharkhand",Off-season,7,12,90,688.64,1769,3334
CRAFT-1164,Tribal handloom,"Cotton, Silk, Organic dyes",202.5,81.2,0.2,1.5,"Dumka, Jharkhand",Monsoon,6,51,60,1294.98,4355,7448
CRAFT-1165,Terracotta clay,"Natural clay, Natural colors",30.8,16.6,14.1,3.56,"Mandla, Madhya Pradesh",Festive,6,8,120,289.44,1249,2358
CRAFT-1166,Tribal handloom,"Cotton, Silk, Organic dyes",242.6,60.6,0.3,1.43,"Bastar, Chhattisgarh",Off-season,8,75,75,1281.43,6906,11933
CRAFT-1167,Bamboo & cane,"Bamboo, Cane, Natural fibers",78.9,26.4,36.3,0.84,"Dumka, Jharkhand",Wedding,4,11,100,103.28,1203,1970
CRAFT-1168,Bamboo & cane,"Bamboo, Cane, Natural fibers",55.6,24.7,35.3,1.52,"Mandla, Madhya Pradesh",Monsoon,4,12,100,292.05,1492,2218
CRAFT-1169,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",81.7,43.8,48.1,6.64,"Bastar, Chhattisgarh",Festive,5,50,90,331.24,4831,8735
CRAFT-1170,Terracotta clay,"Natural clay, Natural colors",37.6,28.5,49.8,2.67,"Bastar, Chhattisgarh",Monsoon,3,8,100,117.54,918,1226
CRAFT-1171,Terracotta clay,"Natural clay, Natural colors",16.0,24.7,13.2,3.12,"Mandla, Madhya Pradesh",Festive,3,15,60,166.08,1066,2208
CRAFT-1172,Dokra bell metal,"Brass, Bell metal, Beeswax",12.8,11.8,10.3,0.75,"Mandla, Madhya Pradesh",Wedding,9,24,75,770.99,2571,5333
CRAFT-1173,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",75.6,44.4,49.0,1.36,"Dumka, Jharkhand",Off-season,5,21,60,680.51,1941,3014
CRAFT-1174,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",39.4,49.5,17.1,5.49,"Dumka, Jharkhand",Off-season,7,47,75,818.16,4343,7843
CRAFT-1175,Terracotta clay,"Natural clay, Natural colors",19.8,25.5,14.4,2.08,"Dumka, Jharkhand",Wedding,6,13,60,90.62,871,1619
CRAFT-1176,Tribal handloom,"Cotton, Silk, Organic dyes",159.5,59.3,0.3,1.13,"Mandla, Madhya Pradesh",Off-season,5,48,90,2081.23,6401,10462
CRAFT-1177,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",22.5,47.4,12.6,5.87,"Mandla, Madhya Pradesh",Monsoon,9,26,100,909.06,3509,7433
CRAFT-1178,Dokra bell metal,"Brass, Bell metal, Beeswax",22.9,17.0,20.2,3.35,"Kondagaon, Chhattisgarh",Monsoon,9,21,75,396.14,1971,4273
CRAFT-1179,Tribal handloom,"Cotton, Silk, Organic dyes",167.8,95.1,0.3,1.18,"Mandla, Madhya Pradesh",Wedding,7,21,100,571.42,2671,5182
CRAFT-1180,Dokra bell metal,"Brass, Bell metal, Beeswax",11.2,7.4,36.2,1.27,"Bastar, Chhattisgarh",Festive,10,46,90,1471.04,5611,13034
CRAFT-1181,Terracotta clay,"Natural clay, Natural colors",29.8,24.9,37.8,3.74,"Mandla, Madhya Pradesh",Off-season,8,11,120,153.11,1473,2862
CRAFT-1182,Dokra bell metal,"Brass, Bell metal, Beeswax",29.4,14.8,16.0,2.88,"Kondagaon, Chhattisgarh",Festive,6,34,100,386.64,3787,6868
CRAFT-1183,Bamboo & cane,"Bamboo, Cane, Natural fibers",70.8,39.1,31.0,1.39,"Mandla, Madhya Pradesh",Off-season,2,6,90,136.48,676,863
CRAFT-1184,Tribal handloom,"Cotton, Silk, Organic dyes",248.1,52.8,0.4,0.99,"Kondagaon, Chhattisgarh",Off-season,6,70,120,1321.09,9721,18095
CRAFT-1185,Dokra bell metal,"Brass, Bell metal, Beeswax",27.5,11.3,18.3,2.57,"Mandla, Madhya Pradesh",Off-season,8,45,90,1394.84,5445,9318
CRAFT-1186,Dokra bell metal,"Brass, Bell metal, Beeswax",20.6,14.5,32.0,0.96,"Bastar, Chhattisgarh",Monsoon,6,24,75,1158.99,2959,5261
CRAFT-1187,Tribal handloom,"Cotton, Silk, Organic dyes",245.7,62.7,0.4,0.89,"Mandla, Madhya Pradesh",Festive,8,20,90,919.19,2719,6165
CRAFT-1188,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",55.6,30.6,28.0,6.34,"Bastar, Chhattisgarh",Monsoon,6,26,120,363.52,3484,5386
CRAFT-1189,Tribal handloom,"Cotton, Silk, Organic dyes",216.0,59.2,0.5,0.84,"Mandla, Madhya Pradesh",Festive,6,50,60,895.71,3896,7646
CRAFT-1190,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",33.6,30.8,26.9,8.46,"Mandla, Madhya Pradesh",Off-season,9,14,100,630.89,2031,3909
CRAFT-1191,Dokra bell metal,"Brass, Bell metal, Beeswax",9.2,7.5,11.1,3.08,"Dumka, Jharkhand",Festive,7,17,60,1096.57,2117,4624
CRAFT-1192,Dokra bell metal,"Brass, Bell metal, Beeswax",26.1,17.1,27.6,3.54,"Dumka, Jharkhand",Festive,6,30,120,547.01,4147,7729
CRAFT-1193,Terracotta clay,"Natural clay, Natural colors",25.9,38.1,12.0,1.05,"Dumka, Jharkhand",Monsoon,5,18,120,224.7,2385,4203
CRAFT-1194,Terracotta clay,"Natural clay, Natural colors",19.5,25.2,12.1,1.17,"Dumka, Jharkhand",Festive,6,18,90,395.72,2016,4673
CRAFT-1195,Bamboo & cane,"Bamboo, Cane, Natural fibers",41.8,30.6,22.1,2.07,"Mandla, Madhya Pradesh",Off-season,5,9,75,84.91,760,1138
CRAFT-1196,Dokra bell metal,"Brass, Bell metal, Beeswax",12.7,15.6,16.1,2.86,"Bastar, Chhattisgarh",Wedding,10,56,90,1463.89,6504,13547
CRAFT-1197,Bamboo & cane,"Bamboo, Cane, Natural fibers",70.8,17.1,29.2,2.55,"Dumka, Jharkhand",Wedding,3,3,100,286.15,586,1194
CRAFT-1198,Bamboo & cane,"Bamboo, Cane, Natural fibers",44.8,34.7,35.4,1.8,"Kondagaon, Chhattisgarh",Festive,2,14,90,57.6,1318,2592
CRAFT-1199,Terracotta clay,"Natural clay, Natural colors",16.5,29.8,29.7,3.43,"Kondagaon, Chhattisgarh",Off-season,3,11,120,114.11,1434,2343
CRAFT-1200,Terracotta clay,"Natural clay, Natural colors",40.0,11.4,58.9,2.33,"Kondagaon, Chhattisgarh",Wedding,4,5,90,358.64,809,1728
CRAFT-1201,Terracotta clay,"Natural clay, Natural colors",36.4,22.1,26.4,3.5,"Kondagaon, Chhattisgarh",Wedding,4,8,60,338.51,819,1650
CRAFT-1202,Terracotta clay,"Natural clay, Natural colors",33.9,23.1,50.9,1.04,"Bastar, Chhattisgarh",Wedding,4,15,60,254.24,1154,1840
CRAFT-1203,Terracotta clay,"Natural clay, Natural colors",21.9,30.9,29.4,2.52,"Mandla, Madhya Pradesh",Festive,4,18,120,156.01,2316,3922
CRAFT-1204,Bamboo & cane,"Bamboo, Cane, Natural fibers",25.9,12.9,26.1,2.07,"Bastar, Chhattisgarh",Monsoon,5,14,90,204.87,1465,2479
CRAFT-1205,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",61.5,29.2,11.3,4.07,"Bastar, Chhattisgarh",Monsoon,8,24,120,580.2,3460,6070
CRAFT-1206,Bamboo & cane,"Bamboo, Cane, Natural fibers",50.6,31.3,26.3,2.34,"Mandla, Madhya Pradesh",Monsoon,7,2,60,253.25,373,710
CRAFT-1207,Tribal handloom,"Cotton, Silk, Organic dyes",136.5,114.9,0.1,1.42,"Dumka, Jharkhand",Monsoon,5,51,100,1138.41,6238,9460
CRAFT-1208,Bamboo & cane,"Bamboo, Cane, Natural fibers",44.0,20.3,15.0,1.06,"Bastar, Chhattisgarh",Wedding,6,4,60,250.76,491,1049
CRAFT-1209,Terracotta clay,"Natural clay, Natural colors",31.5,18.2,30.7,1.05,"Mandla, Madhya Pradesh",Wedding,6,14,100,137.97,1538,2978
CRAFT-1210,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",34.5,31.0,45.5,1.96,"Dumka, Jharkhand",Festive,9,17,120,767.31,2807,6035
CRAFT-1211,Terracotta clay,"Natural clay, Natural colors",34.2,26.5,12.2,3.35,"Dumka, Jharkhand",Monsoon,4,18,90,384.45,2004,3278
CRAFT-1212,Tribal handloom,"Cotton, Silk, Organic dyes",222.9,111.9,0.2,0.55,"Dumka, Jharkhand",Monsoon,5,40,100,1683.06,5683,8507
CRAFT-1213,Dokra bell metal,"Brass, Bell metal, Beeswax",24.5,9.1,34.7,1.98,"Mandla, Madhya Pradesh",Wedding,7,58,100,1101.06,6901,12895
CRAFT-1214,Bamboo & cane,"Bamboo, Cane, Natural fibers",53.7,28.1,25.5,0.67,"Bastar, Chhattisgarh",Festive,2,8,60,234.22,714,1303
CRAFT-1215,Dokra bell metal,"Brass, Bell metal, Beeswax",5.6,14.6,28.2,2.41,"Kondagaon, Chhattisgarh",Festive,10,50,120,578.34,6578,14959
CRAFT-1216,Dokra bell metal,"Brass, Bell metal, Beeswax",19.9,12.5,39.6,0.98,"Bastar, Chhattisgarh",Monsoon,8,57,100,1134.17,6834,13223
CRAFT-1217,Bamboo & cane,"Bamboo, Cane, Natural fibers",58.5,49.7,9.5,0.49,"Mandla, Madhya Pradesh",Wedding,4,3,120,231.08,591,1093
CRAFT-1218,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",41.9,13.2,14.3,9.05,"Kondagaon, Chhattisgarh",Off-season,9,40,75,391.87,3392,5968
CRAFT-1219,Bamboo & cane,"Bamboo, Cane, Natural fibers",14.9,30.8,7.4,2.44,"Mandla, Madhya Pradesh",Wedding,2,14,90,108.43,1368,2222
CRAFT-1220,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",90.4,36.0,36.6,3.92,"Kondagaon, Chhattisgarh",Monsoon,8,49,120,533.0,6413,13076
CRAFT-1221,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",57.2,12.4,38.1,9.62,"Bastar, Chhattisgarh",Wedding,4,21,90,375.3,2265,4494
CRAFT-1222,Dokra bell metal,"Brass, Bell metal, Beeswax",10.0,13.0,12.9,2.08,"Mandla, Madhya Pradesh",Wedding,6,26,75,1207.4,3157,6547
CRAFT-1223,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",94.2,19.4,30.0,2.37,"Dumka, Jharkhand",Festive,5,50,60,1192.48,4192,9144
CRAFT-1224,Bamboo & cane,"Bamboo, Cane, Natural fibers",47.8,43.7,23.2,1.95,"Kondagaon, Chhattisgarh",Monsoon,5,9,90,72.28,882,1517
CRAFT-1225,Terracotta clay,"Natural clay, Natural colors",33.5,31.3,11.8,1.86,"Mandla, Madhya Pradesh",Wedding,8,15,120,164.2,1964,4138
CRAFT-1226,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",27.0,47.5,37.7,3.75,"Bastar, Chhattisgarh",Festive,5,20,120,596.98,2997,5894
CRAFT-1227,Bamboo & cane,"Bamboo, Cane, Natural fibers",74.4,29.9,39.7,2.58,"Bastar, Chhattisgarh",Wedding,5,12,100,102.13,1302,3102
CRAFT-1228,Tribal handloom,"Cotton, Silk, Organic dyes",117.5,107.2,0.3,1.35,"Dumka, Jharkhand",Monsoon,7,33,120,2222.92,6183,11130
CRAFT-1229,Bamboo & cane,"Bamboo, Cane, Natural fibers",15.7,26.1,11.1,2.15,"Mandla, Madhya Pradesh",Monsoon,2,6,120,136.52,857,1408
CRAFT-1230,Tribal handloom,"Cotton, Silk, Organic dyes",196.1,107.6,0.2,1.33,"Mandla, Madhya Pradesh",Festive,6,45,120,2337.79,7738,16740
CRAFT-1231,Bamboo & cane,"Bamboo, Cane, Natural fibers",22.2,30.1,19.0,0.61,"Bastar, Chhattisgarh",Off-season,4,5,75,141.88,517,758
CRAFT-1232,Dokra bell metal,"Brass, Bell metal, Beeswax",5.6,7.0,38.9,2.42,"Mandla, Madhya Pradesh",Wedding,6,15,100,1458.99,2959,5939
CRAFT-1233,Tribal handloom,"Cotton, Silk, Organic dyes",165.9,57.4,0.4,0.56,"Kondagaon, Chhattisgarh",Off-season,8,54,75,1701.13,5751,9716
CRAFT-1234,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",32.2,12.5,49.0,5.14,"Mandla, Madhya Pradesh",Festive,7,12,100,258.16,1458,3400
CRAFT-1235,Bamboo & cane,"Bamboo, Cane, Natural fibers",78.9,19.6,10.0,0.54,"Dumka, Jharkhand",Festive,4,11,100,125.82,1226,2076
CRAFT-1236,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",75.4,12.5,35.5,9.97,"Dumka, Jharkhand",Monsoon,6,17,100,1013.97,2714,4915
CRAFT-1237,Bamboo & cane,"Bamboo, Cane, Natural fibers",46.9,27.0,9.6,2.68,"Mandla, Madhya Pradesh",Off-season,6,9,90,162.45,972,1428
CRAFT-1238,Bamboo & cane,"Bamboo, Cane, Natural fibers",35.7,26.6,34.0,2.25,"Dumka, Jharkhand",Festive,3,8,120,242.33,1202,1890
CRAFT-1239,Tribal handloom,"Cotton, Silk, Organic dyes",102.9,68.2,0.4,0.46,"Bastar, Chhattisgarh",Monsoon,7,67,90,1524.15,7554,10882
CRAFT-1240,Terracotta clay,"Natural clay, Natural colors",10.4,17.2,58.8,4.11,"Mandla, Madhya Pradesh",Off-season,3,8,120,387.06,1347,2021
CRAFT-1241,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",56.4,43.8,14.9,5.39,"Kondagaon, Chhattisgarh",Wedding,6,19,75,350.05,1775,3305
CRAFT-1242,Bamboo & cane,"Bamboo, Cane, Natural fibers",61.6,29.0,18.2,1.3,"Kondagaon, Chhattisgarh",Wedding,3,4,120,164.86,645,1182
CRAFT-1243,Terracotta clay,"Natural clay, Natural colors",30.6,23.1,22.7,4.28,"Bastar, Chhattisgarh",Off-season,8,20,100,92.3,2092,4328
CRAFT-1244,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",56.9,35.5,43.0,9.06,"Dumka, Jharkhand",Wedding,9,30,75,836.67,3087,7152
CRAFT-1245,Tribal handloom,"Cotton, Silk, Organic dyes",122.5,101.6,0.3,1.12,"Bastar, Chhattisgarh",Monsoon,8,60,90,487.51,5888,9455
CRAFT-1246,Dokra bell metal,"Brass, Bell metal, Beeswax",22.9,6.1,12.1,0.54,"Bastar, Chhattisgarh",Wedding,10,19,90,1447.8,3158,7219
CRAFT-1247,Tribal handloom,"Cotton, Silk, Organic dyes",152.5,104.2,0.4,0.52,"Dumka, Jharkhand",Festive,5,43,90,765.63,4636,7909
CRAFT-1248,Bamboo & cane,"Bamboo, Cane, Natural fibers",56.2,40.6,14.3,0.26,"Bastar, Chhattisgarh",Monsoon,5,11,120,70.54,1391,2594
CRAFT-1249,Bamboo & cane,"Bamboo, Cane, Natural fibers",53.7,25.3,12.2,0.54,"Dumka, Jharkhand",Off-season,4,11,100,203.75,1304,2065
CRAFT-1250,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",71.5,31.2,12.1,9.72,"Kondagaon, Chhattisgarh",Festive,7,16,90,998.71,2439,4937
CRAFT-1251,Bamboo & cane,"Bamboo, Cane, Natural fibers",50.8,39.9,33.4,2.04,"Kondagaon, Chhattisgarh",Festive,3,13,100,82.02,1382,2431
CRAFT-1252,Tribal handloom,"Cotton, Silk, Organic dyes",239.2,65.7,0.2,0.82,"Kondagaon, Chhattisgarh",Wedding,7,78,90,1322.75,8343,17768
CRAFT-1253,Tribal handloom,"Cotton, Silk, Organic dyes",233.0,95.2,0.2,1.28,"Dumka, Jharkhand",Wedding,9,23,90,2208.88,4279,10207
CRAFT-1254,Bamboo & cane,"Bamboo, Cane, Natural fibers",74.3,20.1,31.4,1.49,"Mandla, Madhya Pradesh",Festive,6,12,100,260.5,1460,3200
CRAFT-1255,Dokra bell metal,"Brass, Bell metal, Beeswax",9.4,13.2,39.5,3.78,"Mandla, Madhya Pradesh",Off-season,8,20,120,351.81,2752,4947
CRAFT-1256,Terracotta clay,"Natural clay, Natural colors",14.0,31.8,50.9,1.46,"Mandla, Madhya Pradesh",Wedding,8,17,75,241.87,1517,3594
CRAFT-1257,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",67.2,30.3,24.9,6.09,"Bastar, Chhattisgarh",Wedding,8,34,90,888.89,3949,10057
CRAFT-1258,Terracotta clay,"Natural clay, Natural colors",29.1,32.8,18.0,2.58,"Bastar, Chhattisgarh",Monsoon,7,16,60,82.99,1043,1720
CRAFT-1259,Dokra bell metal,"Brass, Bell metal, Beeswax",25.0,8.1,26.7,3.07,"Mandla, Madhya Pradesh",Off-season,7,36,100,1039.18,4639,7309
CRAFT-1260,Terracotta clay,"Natural clay, Natural colors",20.7,33.5,37.7,0.52,"Kondagaon, Chhattisgarh",Off-season,4,7,90,323.52,954,1296
CRAFT-1261,Bamboo & cane,"Bamboo, Cane, Natural fibers",77.1,24.7,16.4,0.62,"Bastar, Chhattisgarh",Wedding,6,4,120,126.4,606,1365
CRAFT-1262,Tribal handloom,"Cotton, Silk, Organic dyes",249.5,75.8,0.3,1.17,"Kondagaon, Chhattisgarh",Off-season,6,73,120,2261.01,11021,17627
CRAFT-1263,Terracotta clay,"Natural clay, Natural colors",30.9,10.1,41.0,2.1,"Dumka, Jharkhand",Festive,6,16,75,334.14,1534,2606
CRAFT-1264,Tribal handloom,"Cotton, Silk, Organic dyes",188.2,83.7,0.4,0.38,"Mandla, Madhya Pradesh",Monsoon,6,54,75,1617.97,5668,10697
CRAFT-1265,Dokra bell metal,"Brass, Bell metal, Beeswax",21.9,17.1,18.1,3.39,"Dumka, Jharkhand",Off-season,8,58,120,897.91,7858,13883
CRAFT-1266,Tribal handloom,"Cotton, Silk, Organic dyes",108.8,73.4,0.4,1.15,"Dumka, Jharkhand",Wedding,8,52,120,2056.09,8296,17143
CRAFT-1267,Tribal handloom,"Cotton, Silk, Organic dyes",149.2,80.4,0.1,0.56,"Kondagaon, Chhattisgarh",Off-season,9,28,90,1656.27,4176,8163
CRAFT-1268,Bamboo & cane,"Bamboo, Cane, Natural fibers",79.9,47.3,27.5,1.38,"Dumka, Jharkhand",Wedding,6,3,120,209.04,569,1206
CRAFT-1269,Bamboo & cane,"Bamboo, Cane, Natural fibers",68.8,25.4,25.0,1.85,"Mandla, Madhya Pradesh",Festive,3,6,100,96.12,696,1156
CRAFT-1270,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",46.8,11.0,11.2,8.49,"Kondagaon, Chhattisgarh",Monsoon,4,24,100,473.07,2873,4571
CRAFT-1271,Dokra bell metal,"Brass, Bell metal, Beeswax",11.5,11.4,36.2,3.45,"Bastar, Chhattisgarh",Monsoon,6,40,120,523.32,5323,9471
CRAFT-1272,Dokra bell metal,"Brass, Bell metal, Beeswax",16.5,12.2,14.0,0.78,"Kondagaon, Chhattisgarh",Monsoon,6,38,75,1173.53,4024,7359
CRAFT-1273,Bamboo & cane,"Bamboo, Cane, Natural fibers",63.6,16.4,26.4,0.58,"Mandla, Madhya Pradesh",Festive,7,12,90,237.84,1318,2797
CRAFT-1274,Terracotta clay,"Natural clay, Natural colors",38.7,12.1,12.9,1.77,"Kondagaon, Chhattisgarh",Festive,5,20,75,163.75,1664,3045
CRAFT-1275,Tribal handloom,"Cotton, Silk, Organic dyes",140.8,103.2,0.3,1.23,"Dumka, Jharkhand",Festive,5,21,90,537.27,2427,4808
CRAFT-1276,Terracotta clay,"Natural clay, Natural colors",11.0,11.9,55.3,1.13,"Kondagaon, Chhattisgarh",Monsoon,3,14,75,250.37,1300,1979
CRAFT-1277,Dokra bell metal,"Brass, Bell metal, Beeswax",5.5,15.0,38.9,2.46,"Bastar, Chhattisgarh",Festive,7,41,120,1424.19,6344,11993
CRAFT-1278,Tribal handloom,"Cotton, Silk, Organic dyes",162.8,68.2,0.4,1.48,"Bastar, Chhattisgarh",Festive,8,58,120,938.71,7899,18044
CRAFT-1279,Bamboo & cane,"Bamboo, Cane, Natural fibers",42.5,48.9,26.3,1.18,"Kondagaon, Chhattisgarh",Off-season,4,8,60,78.52,559,756
CRAFT-1280,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",38.0,20.0,52.5,6.05,"Mandla, Madhya Pradesh",Off-season,8,36,75,723.39,3423,5874
CRAFT-1281,Bamboo & cane,"Bamboo, Cane, Natural fibers",14.7,38.3,24.0,0.43,"Mandla, Madhya Pradesh",Festive,6,10,120,164.58,1365,2855
CRAFT-1282,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",33.3,47.8,52.5,7.02,"Bastar, Chhattisgarh",Monsoon,7,12,100,662.3,1862,3310
CRAFT-1283,Dokra bell metal,"Brass, Bell metal, Beeswax",6.6,12.7,34.2,2.11,"Mandla, Madhya Pradesh",Festive,8,19,90,362.35,2072,5277
CRAFT-1284,Terracotta clay,"Natural clay, Natural colors",16.0,17.8,18.2,1.99,"Bastar, Chhattisgarh",Wedding,4,6,90,322.16,862,1646
CRAFT-1285,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",90.4,44.8,21.9,5.06,"Mandla, Madhya Pradesh",Off-season,9,39,100,1184.99,5085,9979
CRAFT-1286,Terracotta clay,"Natural clay, Natural colors",10.8,12.0,33.2,4.59,"Kondagaon, Chhattisgarh",Festive,8,19,60,252.38,1392,3085
CRAFT-1287,Dokra bell metal,"Brass, Bell metal, Beeswax",25.6,10.7,33.3,3.88,"Kondagaon, Chhattisgarh",Festive,7,17,90,544.52,2075,4224
CRAFT-1288,Dokra bell metal,"Brass, Bell metal, Beeswax",12.2,16.9,27.3,2.72,"Dumka, Jharkhand",Monsoon,8,17,75,1257.5,2532,4528
CRAFT-1289,Dokra bell metal,"Brass, Bell metal, Beeswax",8.9,15.4,33.8,1.61,"Mandla, Madhya Pradesh",Festive,8,32,60,1328.62,3249,7998
CRAFT-1290,Dokra bell metal,"Brass, Bell metal, Beeswax",11.9,19.8,14.2,1.21,"Dumka, Jharkhand",Monsoon,9,39,90,521.07,4031,7806
CRAFT-1291,Terracotta clay,"Natural clay, Natural colors",23.2,28.5,14.2,4.47,"Dumka, Jharkhand",Monsoon,5,13,60,337.15,1117,1855
CRAFT-1292,Tribal handloom,"Cotton, Silk, Organic dyes",245.1,79.2,0.5,1.1,"Bastar, Chhattisgarh",Monsoon,9,72,75,1732.81,7133,12430
CRAFT-1293,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",33.0,10.5,38.0,5.75,"Mandla, Madhya Pradesh",Wedding,4,15,90,919.35,2269,4806
CRAFT-1294,Dokra bell metal,"Brass, Bell metal, Beeswax",7.0,16.0,15.6,3.5,"Mandla, Madhya Pradesh",Monsoon,10,60,100,1282.88,7283,13596
CRAFT-1295,Terracotta clay,"Natural clay, Natural colors",24.1,34.6,33.0,2.11,"Dumka, Jharkhand",Wedding,6,6,90,238.15,778,1778
CRAFT-1296,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",46.8,17.0,45.6,8.43,"Dumka, Jharkhand",Wedding,9,13,60,300.64,1081,2272
CRAFT-1297,Tribal handloom,"Cotton, Silk, Organic dyes",167.6,102.4,0.4,1.05,"Mandla, Madhya Pradesh",Off-season,5,29,120,1139.99,4620,7650
CRAFT-1298,Tribal handloom,"Cotton, Silk, Organic dyes",170.7,118.5,0.4,0.45,"Bastar, Chhattisgarh",Off-season,5,35,90,1819.97,4970,7613
CRAFT-1299,Dokra bell metal,"Brass, Bell metal, Beeswax",9.4,17.8,16.8,3.43,"Dumka, Jharkhand",Festive,10,24,100,635.13,3035,7378
CRAFT-1300,Dokra bell metal,"Brass, Bell metal, Beeswax",22.4,12.7,19.2,1.24,"Mandla, Madhya Pradesh",Monsoon,6,51,75,339.83,4165,6937
CRAFT-1301,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",89.7,40.6,49.4,6.98,"Mandla, Madhya Pradesh",Monsoon,6,27,75,460.29,2485,4583
CRAFT-1302,Bamboo & cane,"Bamboo, Cane, Natural fibers",57.0,32.4,8.9,1.45,"Bastar, Chhattisgarh",Off-season,5,10,100,165.09,1165,1810
CRAFT-1303,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",98.1,14.4,31.1,1.38,"Bastar, Chhattisgarh",Wedding,6,38,75,939.9,3790,8682
CRAFT-1304,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",42.4,44.3,24.6,9.2,"Mandla, Madhya Pradesh",Monsoon,5,17,75,953.96,2229,3663
CRAFT-1305,Bamboo & cane,"Bamboo, Cane, Natural fibers",68.1,21.3,35.5,0.52,"Dumka, Jharkhand",Off-season,7,9,60,225.92,766,1429
CRAFT-1306,Dokra bell metal,"Brass, Bell metal, Beeswax",7.4,8.6,10.4,2.14,"Mandla, Madhya Pradesh",Festive,10,49,90,661.52,5072,11463
CRAFT-1307,Dokra bell metal,"Brass, Bell metal, Beeswax",23.6,5.7,37.1,3.48,"Kondagaon, Chhattisgarh",Off-season,8,47,75,1101.37,4626,8119
CRAFT-1308,Bamboo & cane,"Bamboo, Cane, Natural fibers",72.5,17.4,7.8,0.87,"Kondagaon, Chhattisgarh",Off-season,3,14,100,248.64,1649,2243
CRAFT-1309,Bamboo & cane,"Bamboo, Cane, Natural fibers",14.5,43.3,26.0,0.52,"Mandla, Madhya Pradesh",Wedding,5,14,120,73.46,1753,3914
CRAFT-1310,Terracotta clay,"Natural clay, Natural colors",30.1,34.9,53.9,3.07,"Bastar, Chhattisgarh",Festive,5,17,100,245.58,1946,3619
CRAFT-1311,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",81.9,34.1,54.6,4.99,"Dumka, Jharkhand",Monsoon,8,14,75,807.09,1857,3151
CRAFT-1312,Dokra bell metal,"Brass, Bell metal, Beeswax",19.8,15.5,17.1,2.29,"Bastar, Chhattisgarh",Monsoon,9,58,120,425.07,7385,15075
CRAFT-1313,Dokra bell metal,"Brass, Bell metal, Beeswax",28.8,14.0,32.3,2.27,"Kondagaon, Chhattisgarh",Off-season,7,42,120,1060.92,6101,9702
CRAFT-1314,Bamboo & cane,"Bamboo, Cane, Natural fibers",27.8,24.5,21.5,0.33,"Bastar, Chhattisgarh",Off-season,4,4,75,85.01,385,534
CRAFT-1315,Dokra bell metal,"Brass, Bell metal, Beeswax",20.3,9.2,16.2,2.31,"Kondagaon, Chhattisgarh",Wedding,10,33,60,306.61,2287,4804
CRAFT-1316,Dokra bell metal,"Brass, Bell metal, Beeswax",10.5,5.6,13.2,1.69,"Kondagaon, Chhattisgarh",Wedding,7,55,90,1263.1,6213,12029
CRAFT-1317,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",94.5,25.9,14.4,6.55,"Bastar, Chhattisgarh",Off-season,8,47,75,313.84,3839,6809
